,titles,category,multi_category
0,농민 관련 스킬만 올렸는데 어째서인지 강해졌다,판타지,판타지 하렘
1, 더빙  이누야샤  기,판타지,이세계 판타지
2, 더빙  토리코  기 part     판권 부활,판타지,판타지 액션
3,인게이지 키스,판타지,판타지 액션
4,나츠메 우인장  기,판타지,드라마 판타지
5, 더빙  원피스  기,판타지,판타지 액션
6, 자막  반요 야샤히메  기,판타지,판타지 액션
7, 자막  블랙 클로버  기,판타지,판타지 액션
8,헬싱 얼티메이트 OVA,판타지,판타지 액션
9,쓰르라미 울 적에 업 part  ,판타지,공포 성인
10,블리치  기,판타지,판타지 액션
11,아르슬란 전기  기,판타지,판타지 액션
12,후르츠 바스켓 더 파이널,판타지,판타지 로맨스
13, 더빙  페어리 테일  기,판타지,판타지 액션
14,악역 영애이기 때문에 최종 보스를 길러보았습니다,판타지,로맨스 판타지
15,불멸의 그대에게 part  ,판타지,판타지 드라마
16,학전도시 애스터리스크  기,판타지,판타지 액션
17,책벌레의 하극상  사서가 되기 위해서라면 뭐든지 할 수 있어   기,판타지,이세계 판타지
18,초인 고교생들은 이세계에서도 여유롭게 살아가나 봅니다 ,판타지,이세계 판타지
19,나츠메 우인장  기,판타지,드라마 판타지
20, 더빙  블랙 클로버  기,판타지,판타지 액션
21,녹을 먹는 비스코,판타지,모험 판타지
22,테일즈 오브 제스티리아 더 크로스,판타지,판타지 액션
23, 더빙  원피스   기,판타지,판타지 액션
24, 더빙  페어리 테일  기,판타지,판타지 액션
25,달달한 그녀,판타지,판타지 로맨스
26,페르소나   the Animation,판타지,이세계 판타지
27, 무삭제  일하는 세포,판타지,판타지 액션
28, 자막  개구리 중사 케로로  기,판타지,개그 SF
29,미궁 블랙 컴퍼니,판타지,개그 이세계
30, 자막  반요 야샤히메  기,판타지,판타지 액션
31,로드 엘멜로이  세의 사건부,판타지,판타지 액션
32,대 마도학원   시험소대,판타지,판타지 액션
33,이세계 마왕과 소환 소녀의 노예 마술  ,판타지,판타지 이세계
34,어새신즈 프라이드,판타지,판타지 액션
35,프린세스 커넥트  Re Dive Season ,판타지,개그 판타지
36,바케모노가타리   판권 부활,판타지,판타지 개그
37,소드 오라토리아,판타지,판타지 액션
38,몬스터 아가씨의 의사 선생님,판타지,판타지 성인
39,청의 엑소시스트 교토 부정왕편,판타지,판타지 액션
40,벨제붑 아가씨의 뜻대로,판타지,판타지 일상
41,여신 기숙사의 사감군,판타지,개그 판타지
42,캐릭캐릭 체인지 두근두근 part  ,판타지,판타지 개그
43,인피니트 덴드로그램,판타지,판타지 액션
44,제로에서 시작하는 마법의 서,판타지,판타지 액션
45, 더빙  나의 히어로 아카데미아  기,판타지,판타지 액션
46, 더빙  페어리 테일  기,판타지,판타지 액션
47,썬더 일레븐  기,판타지,판타지 스포츠
48,피터 그릴과 현자의 시간,판타지,판타지 성인
49, 더빙  나의 히어로 아카데미아  기,판타지,판타지 액션
50,마법사의 여명기,판타지,판타지 액션
51,테니스의 왕자 part  ,판타지,판타지 스포츠
52,포켓몬스터 XY   Z,판타지,판타지 액션
53, 더빙  원피스  기,판타지,판타지 액션
54, 더빙  페어리 테일  기,판타지,판타지 액션
55,요괴소년 호야  기,판타지,판타지 액션
56,헌드레드,판타지,판타지 액션
57,포켓몬스터 XY  기  기,판타지,판타지 액션
58,은혼  기 은빛 영혼편  부,판타지,판타지 액션
59,소말리와 숲의 신,판타지,판타지 모험
60,블랙 불릿,판타지,판타지 액션
61,글레이프니르,판타지,판타지 액션
62,육화의 용사,판타지,판타지 액션
63, 더빙  토리코  기 part  ,판타지,판타지 액션
64,진격의 거인 OAD,판타지,판타지 액션
65,썬더 일레븐  기,판타지,판타지 스포츠
66,나루토  기,판타지,판타지 액션
67,혈계전선   비욘드,판타지,판타지 액션
68, 더빙  포켓몬스터W,판타지,판타지 액션
69,섀도 하우스  nd Season,판타지,미스터리 드라마
70, 더빙  원피스   기,판타지,판타지 액션
71, 더빙  원피스  기,판타지,판타지 액션
72,초보 연금술사의 점포경영,판타지,판타지 일상
73,탐정은 이미 죽었다 ,판타지,미스터리 판타지
74,길모퉁이 마족,판타지,판타지 일상
75,캐릭캐릭 체인지 두근두근 part  ,판타지,판타지 개그
76,아웃브레이크 컴퍼니   판권 부활,판타지,판타지 개그
77,이누x보쿠 시크릿 서비스,판타지,판타지 일상
78,일곱 개의 대죄   성전의 전조     기 ,판타지,판타지 액션
79,샤먼킹,판타지,판타지 액션
80,블리치  기,판타지,판타지 액션
81,소녀 가극 레뷰 스타라이트,판타지,액션 판타지
82,치트 약사의 슬로 라이프  이세계에 만들자 드러그 스토어 ,판타지,판타지 치유
83,돌아가는 펭귄드럼,판타지,판타지 로맨스
84,카쿠리요의 여관밥,판타지,판타지 치유
85, 더빙  페어리 테일  기,판타지,판타지 액션
86, 더빙  원피스  기,판타지,판타지 액션
87,나는    만명의 목숨 위에 서 있다  기,판타지,이세계 판타지
88,부덕의 길드,판타지,개그 로맨스
89, 더빙  일하는 세포,판타지,판타지 액션
90, 자막  어떤 마술의 금서목록  기,판타지,액션 판타지
91,변변찮은 마술강사와 금기교전,판타지,판타지 액션
92, 무삭제  혈계전선   비욘드,판타지,판타지 액션
93,드래곤볼 Z  기,판타지,판타지 액션
94,테니스의 왕자 part  ,판타지,판타지 스포츠
95,신만이 아는 세계   판권 부활,판타지,판타지 개그
96,슬레이어즈,판타지,판타지 액션
97,일하는 세포  기,판타지,판타지 액션
98,K  기,판타지,판타지 액션
99,신이 된 날,판타지,판타지 로맨스
100,길모퉁이 마족  번가,판타지,판타지 일상
101,일하는 세포 BLACK,판타지,판타지 액션
102,연애폭군,판타지,판타지 개그
103, 자막  이누야샤  기,판타지,판타지 액션
104,드래곤볼 슈퍼  기,판타지,판타지 액션
105,공전마도사 후보생의 교관,판타지,판타지 액션
106, 더빙  페어리 테일  기,판타지,판타지 액션
107,슈가슈가룬 part  ,판타지,판타지 액션
108,마장학원 HxH,판타지,판타지 액션
109,테니스의 왕자 part  ,판타지,판타지 스포츠
110, 자막  드래곤 퀘스트   다이의 대모험 part  ,판타지,판타지 액션
111,일반공격이 전체공격에  회 공격인 엄마는 좋아하세요 ,판타지,판타지 액션
112, 더빙  블랙 클로버  기,판타지,판타지 액션
113,데이트 어 라이브  ,판타지,판타지 액션
114,XXX HOLiC  기,판타지,판타지 로맨스
115,테니스의 왕자 part  ,판타지,판타지 스포츠
116,마기아 레코드   마법소녀 마도카 마기카 외전,판타지,판타지 액션
117,드래곤볼 슈퍼,판타지,판타지 액션
118,베르세르크     ,판타지,판타지 액션
119,플래티넘 엔드 part  ,판타지,스릴러 판타지
120, 더빙  원피스  기,판타지,판타지 액션
121,책벌레 공주,판타지,로맨스 판타지
122,월드 트리거  기,판타지,판타지 액션
123,싸움X사랑,판타지,판타지 액션
124,니세모노가타리,판타지,판타지 액션
125,이종족 리뷰어스,판타지,판타지 성인
126, 자막  토리코 part  ,판타지,판타지 액션
127,썬더 일레븐 GO,판타지,판타지 스포츠
128,오리엔트 part  ,판타지,판타지 액션
129,데이트 어 라이브  ,판타지,판타지 액션
130,만난 지  초만에 배틀,판타지,액션 판타지
131,새여동생 마왕의 계약자 BURST,판타지,판타지 액션
132,괴병의 라무네,판타지,판타지 액션
133,로그 호라이즌   원탁붕괴,판타지,이세계 판타지
134,괴인 개발부의 쿠로이츠 씨,판타지,개그 판타지
135, 자막  페어리 테일   기,판타지,판타지 액션
136,달의 요정 세일러 문 R,판타지,판타지 액션
137,공의 경계  장 부감풍경,판타지,판타지 액션
138,최근 여동생의 상태가 조금 이상한데,판타지,판타지 개그
139, 더빙  페어리 테일  기,판타지,판타지 액션
140,이 힐러  귀찮아,판타지,판타지 개그
141,쓰르라미 울 적에 졸,판타지,공포 성인
142,소울 이터,판타지,판타지 액션
143,드래곤볼 Z  기,판타지,판타지 액션
144,월드 트리거  기,판타지,판타지 액션
145,극장판 문호 스트레이 독스 DEAD APPLE,판타지,판타지 액션
146,단칸방의 침략자  ,판타지,판타지 개그
147,달과 라이카와 흡혈공주,판타지,드라마 판타지
148, 무삭제  변변찮은 마술강사와 금기교전,판타지,판타지 액션
149,데블즈라인,판타지,판타지 액션
150, 더빙  쥬로링 동물탐정,판타지,판타지 액션
151,마법소녀 마도카 마기카   판권 부활,판타지,액션 판타지
152,우치타마    우리집 타마를 모르시나요  ,판타지,판타지 일상
153,하이스쿨 D D HERO,판타지,판타지 액션
154,고스트 바둑왕 part  ,판타지,판타지
155, 무삭제  변덕쟁이 오렌지 로드 리마스터링,판타지,판타지 로맨스
156, 자막  토리코 part  ,판타지,판타지 액션
157,테니스의 왕자 part  ,판타지,판타지 스포츠
158,썬더 일레븐 GO 크로노스톤,판타지,판타지 스포츠
159, 자막  시간을 달리는 소녀,판타지,판타지 로맨스
160, 자막  전직고수,판타지,판타지 액션
161, 자막  토리코 part  ,판타지,판타지 액션
162,베리베리 뮤우뮤우,판타지,판타지 액션
163,드래곤  집을 사다,판타지,판타지 일상
164,요괴 아파트의 우아한 일상,판타지,판타지 일상
165,마법사의 신부 특별편   별을 기다리는 이,판타지,판타지 로맨스
166,스트라이크 더 블러드  기,판타지,판타지 액션
167, 자막  토리코 part  ,판타지,판타지 액션
168,그럼에도 세상은 아름답다   판권 부활,판타지,판타지 로맨스
169, 자막  이누야샤  기,판타지,판타지 액션
170,그랑크레스트 전기,판타지,판타지 액션
171,쓰르라미 울 적에 업 part  ,판타지,공포 성인
172, 더빙  페어리 테일   기,판타지,판타지 액션
173,킹스레이드   의지를 잇는 자들,판타지,판타지 액션
174,신 테니스의 왕자,판타지,판타지 스포츠
175,K RETURN OF KINGS,판타지,판타지 액션
176,유큐홀더  마법선생 네기마   ,판타지,이세계 판타지
177,어느 날 잠에서 깨어보니 베이글녀가 되어 있었다,판타지,판타지 개그
178,그랑블루 판타지 The Animation,판타지,판타지 액션
179,Sonny Boy,판타지,SF 판타지
180, 더빙  메탈 파이트 베이블레이드 폭,판타지,판타지 액션
181,닌자 잇토키,판타지,판타지 액션
182,궁극 진화한 풀다이브RPG가 현실보다도 망겜이라면,판타지,판타지 액션
183,나의 히어로 아카데미아   구해라  구조 훈련 ,판타지,판타지 액션
184,스트라이크 더 블러드  기,판타지,판타지 액션
185,X 엑스,판타지,판타지 액션
186,나의 히어로 아카데미아   살아남아라  결사의 서바이벌 훈련,판타지,판타지 액션
187,드래곤볼 슈퍼  기,판타지,판타지 액션
188,달의 요정 세일러 문 Sailor Stars,판타지,판타지 액션
189,썬더 일레븐    기,판타지,판타지 스포츠
190,포켓몬스터 XY  기,판타지,판타지 액션
191,sin 일곱 개의 대죄,판타지,판타지 액션
192,포켓몬스터 XY  기,판타지,판타지 액션
193,신만이 아는 세계  기   판권 부활,판타지,판타지 개그
194, 자막  환상게임 part  ,판타지,이세계 판타지
195,Fate stay night  Heaven s Feel    presage flower,판타지,판타지 액션
196,썬더 일레븐  기,판타지,판타지 스포츠
197, 자막  토리코 part  ,판타지,판타지 액션
198, 더빙  이 멋진 세계에 축복을   기,판타지,이세계 판타지
199,슬레이어즈 NEXT,판타지,판타지 액션
200,마기아 레코드   마법소녀 마도카 마기카 외전 세컨드 시즌,판타지,판타지 액션
201,달의 요정 세일러 문 S,판타지,판타지 액션
