,titles,category,multi_category
0, 자막  블랙 클로버  기,액션,판타지 액션
1,헬싱 얼티메이트 OVA,액션,판타지 액션
2,SSSS GRIDMAN,액션,액션 SF
3,BANANA FISH,액션,액션 범죄
4,블리치  기,액션,판타지 액션
5,아르슬란 전기  기,액션,판타지 액션
6, 더빙  페어리 테일  기,액션,판타지 액션
7,학전도시 애스터리스크  기,액션,판타지 액션
8,초인 고교생들은 이세계에서도 여유롭게 살아가나 봅니다 ,액션,이세계 판타지
9, 더빙  블랙 클로버  기,액션,판타지 액션
10,테일즈 오브 제스티리아 더 크로스,액션,판타지 액션
11, 더빙  원피스   기,액션,판타지 액션
12, 더빙  페어리 테일  기,액션,판타지 액션
13,페르소나   the Animation,액션,이세계 판타지
14, 무삭제  일하는 세포,액션,판타지 액션
15, 자막  개구리 중사 케로로  기,액션,개그 SF
16, 자막  반요 야샤히메  기,액션,판타지 액션
17,로드 엘멜로이  세의 사건부,액션,판타지 액션
18,대 마도학원   시험소대,액션,판타지 액션
19,어새신즈 프라이드,액션,판타지 액션
