,titles,category,multi_category
0,주술회전 part  ,액션,판타지 액션
1, 무삭제  귀멸의 칼날,액션,판타지 액션
2,은혼  기,액션,판타지 액션
3,전생했더니 슬라임이었던 건에 대하여  기,액션,이세계 판타지
4,귀멸의 칼날   환락의 거리편,액션,판타지 액션
5, 자막  스파이 패밀리 part  ,액션,액션 개그
6,주술회전 part  ,액션,판타지 액션
7,전생했더니 슬라임이었던 건에 대하여  기  부,액션,이세계 판타지
8,방패 용사 성공담 Season  ,액션,이세계 판타지
9,지박소년 하나코 군,액션,판타지 액션
10,소드 아트 온라인  기,액션,액션 모험
11, 자막  나의 히어로 아카데미아  기,액션,판타지 액션
12, 자막  나의 히어로 아카데미아  기,액션,판타지 액션
13,전생했더니 슬라임이었던 건에 대하여  기  부,액션,이세계 판타지
14, 자막  나의 히어로 아카데미아  기,액션,판타지 액션
15,가정교사 히트맨 리본 ,액션,판타지 액션
16,진격의 거인  기,액션,판타지 액션
17,암살교실  기,액션,액션 개그
18,도쿄 리벤저스 part  ,액션,액션 드라마
19, 자막  나의 히어로 아카데미아  기,액션,판타지 액션
