,titles,category,multi_category
0, 자막  스파이 패밀리 part  ,로맨스,액션 개그
1, 더빙  꿈빛 파티시엘 리마스터,로맨스,로맨스 음식
2,지박소년 하나코 군,로맨스,판타지 액션
3,그 비스크 돌은 사랑을 한다,로맨스,로맨스
4,호리미야,로맨스,로맨스 드라마
5, 더빙  너에게 닿기를  기 리마스터,로맨스,로맨스
6, 자막  오란고교 사교클럽,로맨스,개그 로맨스
7,카구야 님은 고백받고 싶어  천재들의 연애 두뇌전   기,로맨스,일상 개그
8,카구야 님은 고백받고 싶어  천재들의 연애 두뇌전   기,로맨스,일상 개그
9, 더빙  오란고교 사교클럽,로맨스,개그 로맨스
10,슈퍼 시크릿,로맨스,판타지 로맨스
11,새벽의 연화,로맨스,판타지 액션
12,마법사의 신부,로맨스,판타지 로맨스
13,다 다 다 ,로맨스,일상 개그
14,오늘부터 신령님  기,로맨스,판타지 로맨스
15, 월은 너의 거짓말,로맨스,로맨스 음악
16,월간순정 노자키 군,로맨스,일상 개그
17,카구야 님은 고백받고 싶어  울트라 로맨틱 ,로맨스,일상 개그
18, 자막  스파이 패밀리 part  ,로맨스,액션 개그
19,청춘 돼지는 바니걸 선배의 꿈을 꾸지 않는다,로맨스,판타지 로맨스
20,후르츠 바스켓  기,로맨스,판타지 로맨스
21,진정한 동료가 아니라고 용사 파티에서 쫓겨났기 때문에  변경에서 슬로우 라이프 하기로 했습니다,로맨스,판타지 일상
22,오늘부터 신령님  기,로맨스,판타지 로맨스
23,어쨌든 귀여워,로맨스,개그 로맨스
24,귀엽기만 한 게 아닌 시키모리 양,로맨스,로맨스 일상
25,알바 뛰는 마왕님 ,로맨스,판타지 액션
26,선배가 짜증나는 후배이야기,로맨스,로맨스 개그
27, 더빙  너에게 닿기를  기 리마스터,로맨스,로맨스
28,여친  빌리겠습니다  기,로맨스,로맨스 하렘
29,빨강머리 백설공주,로맨스,로맨스 시대물
