,titles,category,multi_category
0,주술회전 part  ,판타지,판타지 액션
1, 무삭제  귀멸의 칼날,판타지,판타지 액션
2,은혼  기,판타지,판타지 액션
3,전생했더니 슬라임이었던 건에 대하여  기,판타지,이세계 판타지
4,귀멸의 칼날   환락의 거리편,판타지,판타지 액션
5,주술회전 part  ,판타지,판타지 액션
6,전생했더니 슬라임이었던 건에 대하여  기  부,판타지,이세계 판타지
7,방패 용사 성공담 Season  ,판타지,이세계 판타지
8,지박소년 하나코 군,판타지,판타지 액션
9, 자막  나의 히어로 아카데미아  기,판타지,판타지 액션
10, 자막  나의 히어로 아카데미아  기,판타지,판타지 액션
11,전생했더니 슬라임이었던 건에 대하여  기  부,판타지,이세계 판타지
12, 자막  나의 히어로 아카데미아  기,판타지,판타지 액션
13,가정교사 히트맨 리본 ,판타지,판타지 액션
14,진격의 거인  기,판타지,판타지 액션
15, 자막  데스노트 리마스터,판타지,판타지 추리
16,도쿄 리벤저스 part  ,판타지,액션 드라마
17, 자막  나의 히어로 아카데미아  기,판타지,판타지 액션
18,코바야시네 메이드래곤,판타지,일상 개그
19,나루토  기,판타지,판타지 액션
20,문호 스트레이 독스  기,판타지,판타지 액션
21, 더빙  강철의 연금술사 BROTHERHOOD,판타지,판타지 액션
22,도쿄 리벤저스 part  ,판타지,액션 드라마
23,코바야시네 메이드래곤 S,판타지,일상 개그
24,여성향 게임의 파멸 플래그밖에 없는 악역 영애로 환생해버렸다   ,판타지,이세계 판타지
25,무직전생   이세계에 갔으면 최선을 다한다  기,판타지,이세계 판타지
26, 더빙  데스노트 리마스터,판타지,판타지 추리
27,일곱 개의 대죄   계명의 부활   기 ,판타지,판타지 액션
28,일곱 개의 대죄   기 ,판타지,판타지 액션
29,슈퍼 시크릿,판타지,판타지 로맨스
30,오버로드  기,판타지,이세계 판타지
31,새벽의 연화,판타지,판타지 액션
32, 자막  나의 히어로 아카데미아  기,판타지,판타지 액션
33,약속의 네버랜드  기,판타지,판타지 모험
34,마법사의 신부,판타지,판타지 로맨스
35, 자막  블랙 클로버  기,판타지,판타지 액션
36,무직전생   이세계에 갔으면 최선을 다한다  기,판타지,이세계 판타지
37,오버로드  기,판타지,이세계 판타지
38,오버로드  기,판타지,이세계 판타지
39,원펀맨  기,판타지,판타지 액션
40,흔해빠진 직업으로 세계최강  기,판타지,이세계 판타지
41,오버로드  기,판타지,이세계 판타지
42,아픈 건 싫으니까 방어력에 올인하려고 합니다,판타지,판타지 액션
43,세계 최고의 암살자  이세계 귀족으로 전생하다,판타지,이세계 판타지
44,오늘부터 신령님  기,판타지,판타지 로맨스
45,현자의 손자,판타지,이세계 판타지
46,달이 이끄는 이세계 여행,판타지,판타지 이세계
47,Re   제로부터 시작하는 이세계 생활  기 part  ,판타지,이세계 판타지
48,원펀맨,판타지,판타지 액션
49,바니타스의 수기  기,판타지,판타지
50,진격의 거인  기 part  ,판타지,판타지 액션
51,진격의 거인 The FINAL part  ,판타지,판타지 액션
52,나루토  기,판타지,판타지 액션
53,청춘 돼지는 바니걸 선배의 꿈을 꾸지 않는다,판타지,판타지 로맨스
54,문호 스트레이 독스  기,판타지,판타지 액션
55,진격의 거인  기,판타지,판타지 액션
56, 자막  블랙 클로버  기,판타지,판타지 액션
57,진격의 거인 The FINAL part  ,판타지,판타지 액션
58,마왕성에서 잘 자요,판타지,판타지 개그
59, 더빙  원피스  기,판타지,판타지 액션
60, 자막  이 멋진 세계에 축복을   기,판타지,이세계 판타지
61,진격의 거인  기 part  ,판타지,판타지 액션
62,은혼  기,판타지,판타지 액션
63,거미입니다만  문제라도 ,판타지,판타지 액션
64,후르츠 바스켓  기,판타지,판타지 로맨스
65,마왕학원의 부적합자,판타지,판타지 액션
66,진정한 동료가 아니라고 용사 파티에서 쫓겨났기 때문에  변경에서 슬로우 라이프 하기로 했습니다,판타지,판타지 일상
67,오늘부터 신령님  기,판타지,판타지 로맨스
68,귀멸의 칼날   무한열차편,판타지,판타지 액션
69,던전에서 만남을 추구하면 안 되는 걸까,판타지,판타지 액션
70, 무삭제  해골기사님은 지금 이세계 모험 중,판타지,이세계 판타지
71,문호 스트레이 독스  기,판타지,판타지 액션
72,로그 호라이즌  기,판타지,이세계 판타지
73,흑집사  기,판타지,판타지 액션
74,나루토 질풍전  기,판타지,판타지 액션
75,Fate stay night  Unlimited Blade Works ,판타지,판타지 액션
76,체인소 맨,판타지,액션 성인
77,던전에서 만남을 추구하면 안 되는 걸까  ,판타지,판타지 액션
78,노 게임 노 라이프   판권 부활,판타지,이세계 판타지
79,일곱 개의 대죄   신들의 역린   기 ,판타지,판타지 액션
80,신들에게 주워진 남자,판타지,이세계 판타지
81,이세계 약국,판타지,판타지 이세계
82,슬라임을 잡으면서    년  모르는 사이에 레벨MAX가 되었습니다,판타지,이세계 판타지
83,Re   제로부터 시작하는 이세계 생활 감독판,판타지,이세계 판타지
84,약속의 네버랜드  기,판타지,판타지 모험
85,청의 엑소시스트,판타지,판타지 액션
86,변경의 팔라딘,판타지,판타지 모험
87,나루토 질풍전  기,판타지,판타지 액션
88,모브사이코      기   판권 부활,판타지,판타지 액션
89,나루토  기,판타지,판타지 액션
90,흔해빠진 직업으로 세계최강  기,판타지,이세계 판타지
91,리아데일의 대지에서,판타지,치유 판타지
92, 더빙  헌터X헌터 리메이크 part  ,판타지,판타지 액션
93,여성향 게임의 파멸 플래그밖에 없는 악역 영애로 환생해버렸다  X,판타지,이세계 판타지
94,알바 뛰는 마왕님 ,판타지,판타지 액션
95,에미야 가의 오늘의 밥상,판타지,판타지 일상
96,던전에서 만남을 추구하면 안 되는 걸까  ,판타지,판타지 액션
97,월드 트리거  기,판타지,판타지 액션
98,나루토 질풍전  기,판타지,판타지 액션
99,쿠로코의 농구  기,판타지,판타지 스포츠
100,도쿄 구울,판타지,판타지 액션
101,회복술사의 재시작,판타지,판타지 액션
102, 더빙  원피스   기,판타지,판타지 액션
103,이세계 미궁에서 하렘을,판타지,이세계 액션
104,전생했더니 슬라임이었던 건에 대하여   전생슬라임 일기,판타지,이세계 판타지
105,마녀의 여행,판타지,판타지
106, 더빙  헌터X헌터 리메이크 part  ,판타지,판타지 액션
107,종말의 세라프,판타지,판타지 액션
108,고블린 슬레이어,판타지,판타지 액션
109,성녀의 마력은 만능입니다,판타지,이세계 판타지
110,Re   제로부터 시작하는 이세계 생활  기 part  ,판타지,이세계 판타지
111,나루토 질풍전  기,판타지,판타지 액션
112,혈계전선,판타지,판타지 액션
113,나이츠 앤 매직,판타지,이세계 판타지
114,나루토 질풍전  기,판타지,판타지 액션
115,이세계 식당,판타지,이세계 판타지
116,모노노케,판타지,판타지 시대물
117,나루토 질풍전  기,판타지,판타지 액션
118,천재 왕자의 적자국가 재생술,판타지,판타지
119,사상 최강의 대마왕  마을 사람 A로 전생하다,판타지,판타지 이세계
120,용사  그만둡니다,판타지,판타지 액션
121,나루토 질풍전  기,판타지,판타지 액션
122,은혼  기 DASH편,판타지,판타지 액션
123,어떤 과학의 초전자포 T,판타지,액션 판타지
124,모브사이코      기,판타지,판타지 액션
125,Fate Zero,판타지,판타지 액션
126,미이라 사육법,판타지,일상 개그
127, 더빙  헌터X헌터 리메이크 part  ,판타지,판타지 액션
128,예를 들어 라스트 던전 앞 마을의 소년이 초반 마을에서 사는 듯한 이야기,판타지,판타지 액션
129,곰 곰 곰 베어,판타지,이세계 판타지
130,갓슈벨  ,판타지,이세계 판타지
131,데스마치에서 시작되는 이세계 광상곡,판타지,이세계 판타지
132,블리치  기,판타지,판타지 액션
133,나루토 질풍전  기,판타지,판타지 액션
134, 더빙  원피스   기,판타지,판타지 액션
135,낙제기사의 영웅담,판타지,판타지 액션
136,이세계 식당  기,판타지,이세계 판타지
137, 더빙  토리코  기,판타지,판타지 액션
138,방패 용사 성공담 Season  ,판타지,이세계 판타지
139,흑의 소환사,판타지,이세계 판타지
140,아카메가 벤다 ,판타지,판타지 액션
141, 더빙  원피스  기,판타지,판타지 액션
142,후르츠 바스켓  기,판타지,판타지 로맨스
143,이세계 마왕과 소환 소녀의 노예 마술,판타지,판타지 이세계
144, 자막  헌터X헌터 리메이크 part  ,판타지,판타지 액션
145,프린세스 커넥트  Re Dive,판타지,판타지 액션
146,로그 호라이즌  기,판타지,이세계 판타지
147, 더빙  이누야샤  기,판타지,판타지 액션
148,메이드 인 어비스,판타지,판타지 모험
149, 자막  일하는 세포,판타지,판타지 액션
