,titles,category,multi_category
0, 더빙  가면라이더 이그제이드 외전   겜마 vs 레이저,액션,액션 SF
1, 더빙  헬로 카봇 스페셜   펜타스톰,액션,액션 아동
2,풀 메탈 패닉   rd Section   Into the Blue,액션,액션 개그
3,앵그리버드 피기테일즈 시즌  ,액션,액션 아동
4,풀 메탈 패닉   nd Section   One Night Stand,액션,액션 개그
5, 더빙  가면라이더 지오 Over Quartzer,액션,액션 SF
6, 더빙  헬로 카봇 쿵 스페셜   알카봇과 동물 친구들,액션,액션 아동
7, 더빙  벅스봇 이그니션 part  ,액션,액션 아동
8,앵그리버드 블루스,액션,액션 아동
9,쥬라기캅스 쥬라킹,액션,판타지 액션
10, 더빙  다이노코어 에볼루션  ,액션,아동 액션
11,기동전사 건담 쿠쿠루스 도안의 섬,액션,액션 SF
12,쾌걸 조로리   ZZ의 비밀,액션,액션 아동
13, 더빙  헬로 카봇 스페셜   동물구조대,액션,액션 아동
14, 더빙  파워레인저 갤럭시포스 VS 스페이스 스쿼드,액션,특촬 액션
15, 더빙  헬로 카봇 스페셜   영웅의 등장,액션,액션 아동
16, 더빙  스파이즈,액션,판타지 액션
17, 더빙  가면라이더 X 파워레인저 초 슈퍼 히어로 대전,액션,특촬 액션
18, 더빙  포켓몬스터   정글의 아이 코코,액션,판타지 액션
19, 더빙  가면라이더 이그제이드 외전   패러독스 with 뽀삐,액션,액션 SF
20,고질라 대 헤도라,액션,액션 특촬
21,토이캅,액션,액션 아동
22,경계의 저편   과거편   판권 부활       ,액션,판타지 액션
23,장화 신은 고양이 디 오리지널,액션,액션 개그
24, 더빙  매직빈,액션,판타지 액션
25, 더빙  가면라이더 이그제이드 외전   브레이브   스나이프,액션,액션 SF
26, 더빙  다이노코어 에볼루션  ,액션,아동 액션
27,앵그리버드 피기테일즈 시즌  ,액션,액션 아동
28, 더빙  두부요괴,액션,액션 아동
29, 더빙  터닝메카드W   반다인의 비밀,액션,액션 아동
30, 더빙  헬로 카봇 스페셜   지구를 부탁해,액션,액션 아동
31, 더빙  벅스봇 이그니션 part  ,액션,액션 아동
32, 더빙  헬로 카봇 스페셜   헬로 스피너블,액션,액션 아동
33,런닝맨  풀룰루의 역습,액션,액션 아동
34,사쿠라 대전   칸자키 스미레 은퇴 기념,액션,액션 로맨스
35,키카이더 리부트,액션,액션 SF
