,titles,category,multi_category
0,슬레이어즈 에볼루션 R,액션,판타지 액션
1,극장판  기 포켓몬스터 AG  뮤와 파동의 용사 루카리오,액션,판타지 액션
2, 더빙  드래곤 퀘스트   다이의 대모험 part  ,액션,판타지 액션
3,장갑 소녀 전기,액션,SF 액션
4, 자막  극장판 원피스  기   황금의 대해적 우난,액션,판타지 액션
5,메갈로 복스     NOMAD,액션,액션 SF
6,유녀전기  Saga of Tanya the Evil Movie ,액션,판타지 액션
7,천총사,액션,판타지 액션
8, 자막  미소녀 전사 세일러 문 Crystal 시즌  ,액션,이세계 판타지
9,극장판   기 포켓몬스터 XY  볼케니온  기계왕국의 비밀,액션,판타지 액션
10,극장판   기 포켓몬스터 DP  기라티나와 하늘의 꽃다발 쉐이미,액션,판타지 액션
11, 더빙  마징가 Z,액션,액션 SF
12,BAKUMATSU,액션,판타지 액션
13, 더빙  파워레인저 루팡포스 VS 패트롤포스,액션,특촬 액션
14,기동전사 건담 썬더볼트   디셈버 스카이,액션,액션 SF
15,극장판   기 포켓몬스터 DP  환영의 패왕 조로아크,액션,판타지 액션
16,서뱀프   앨리스 인 더 가든,액션,판타지 액션
17,극장판   기 포켓몬스터 XY  파괴의 포켓몬과 디안시,액션,판타지 액션
18,걸즈 앤 판처 최종장,액션,액션
19,로드 엘멜로이  세의 사건부    레일 체펠린  그레이스 노트 특별편,액션,판타지 액션
20, 자막  베이블레이드 버스트,액션,판타지 액션
21,취성의 가르간티아   판권 부활,액션,액션 일상
22,극장판  기 포켓몬스터  물의 도시의 수호신 라티아스와 라티오스,액션,판타지 액션
23,극장판 나루토 질풍전  기   인연,액션,판타지 액션
24, 더빙  파워레인저 트레저포스 HD,액션,특촬 액션
25,극장판  기 포켓몬스터 AG  열공의 방문자 테오키스,액션,판타지 액션
26,기동전사 건담 디 오리진     격돌 루움 전투,액션,액션 SF
27, 자막  원피스  에피소드 오브 메리  또 하나의 동료 이야기 ,액션,판타지 액션
28,극장판  기 포켓몬스터  루기아의 탄생,액션,판타지 액션
29,기동전사 건담 디 오리진     운명의 전야,액션,액션 SF
30,흐린 하늘에 웃다 외전     결별  야마이누의 맹세,액션,판타지 액션
31,멋진 이 세계 The Animation,액션,판타지 액션
32,디지몬 어드벤처     기   황금의 디지멘탈,액션,이세계 판타지
33,기동전사 건담 썬더볼트   밴디트 플라워,액션,액션 SF
34,디지몬 프론티어  기   고대 디지몬 부활  ,액션,이세계 판타지
35,극장판  기 포켓몬스터 AG  포켓몬 레인저와 바다의 왕자 마나피,액션,판타지 액션
36, 더빙  나소흑전기   첫만남편,액션,액션 판타지
37, 자막  원피스  에피소드 오브 나미  항해사의 눈물과 동료의 인연 ,액션,판타지 액션
38,극장판 기동전함 나데시코,액션,액션 아동
39,극장판   기 포켓몬스터 BW  비크티니와 흑의 영웅 제크로무,액션,판타지 액션
