,titles,category,multi_category
0,아이실드    part  ,액션,액션 개그
1,요괴소년 호야  기,액션,판타지 액션
2,TRIBE NINE,액션,액션
3,풀 메탈 패닉  IV   Invisible Victory,액션,액션 개그
4,그란벨름,액션,판타지 액션
5,고블린 슬레이어   고블린즈 크라운,액션,판타지 액션
6,건슬링거 걸,액션,액션 범죄
7, 자막  드래곤 퀘스트   다이의 대모험 part  ,액션,판타지 액션
8,우주특공대 바이오맨,액션,액션 특촬
9,TRICKSTER  에도가와 란포  소년탐정단 으로부터 ,액션,액션 SF
10,시도니아의 기사  기   판권 부활,액션,액션 SF
11,모브사이코       마음을 채우는 힐링 여행,액션,판타지 액션
12,초신성 플래시맨,액션,액션 특촬
13,극장판 주술회전  ,액션,판타지 액션
14, 자막  이누야샤  기,액션,판타지 액션
15, 자막  개구리 중사 케로로  기,액션,개그 SF
16, 더빙  소닉 X,액션,액션 아동
17,나의 히어로 아카데미아 더 무비   히어로즈 라이징,액션,판타지 액션
18, 더빙  세븐나이츠 레볼루션  영웅의 계승자 ,액션,판타지 액션
19,진격의 거인  기   각성의 포효,액션,판타지 액션
20, 자막  이누야샤  기,액션,판타지 액션
21, 자막  드래곤 퀘스트   다이의 대모험 part  ,액션,모험 액션
22,웃는 아르스노토리아 킁 ,액션,판타지 액션
23,PSYCHO PASS Sinners of the System,액션,액션 SF
24,천원돌파 그렌라간   나암편,액션,액션 SF
25, 무삭제  풀 메탈 패닉  IV   Invisible Victory,액션,액션 SF
26,신세기 사이버 포뮬러 SAGA,액션,액션 SF
27,스낵월드,액션,판타지 액션
28,극장판 Fate kaleid liner 프리즈마 이리야   설하의 맹세,액션,판타지 액션
29,극장판 블리치    기,액션,판타지 액션
30,공각기동대,액션,액션 SF
31,전익의 시그드리파,액션,액션
32,극장판 이누야샤 첫 번째   시대를 초월하는 마음,액션,판타지 액션
33, 자막  어떤 마술의 금서목록  기,액션,액션 판타지
34,공의 경계  장 모순나선,액션,판타지 액션
35,진격의 거인 후편   자유의 날개,액션,판타지 액션
36,진격의 거인 전편   홍련의 화살,액션,판타지 액션
37,공의 경계  장 통각잔류,액션,판타지 액션
38,던전에서 만남을 추구하면 안 되는 걸까   OVA,액션,판타지 액션
39, 자막  이누야샤 완결편,액션,시대물 로맨스
