,titles,category,multi_category
0, 더빙  포켓몬스터W,액션,판타지 액션
1, 더빙  원피스   기,액션,판타지 액션
2,킹덤  기   판권 부활,액션,액션 개그
3, 더빙  원피스  기,액션,판타지 액션
4, 자막  괴도 키드     ,액션,액션 개그
5,일곱 개의 대죄   성전의 전조     기 ,액션,판타지 액션
6,샤먼킹,액션,판타지 액션
7,블리치  기,액션,판타지 액션
8,소녀 가극 레뷰 스타라이트,액션,액션 판타지
9, 더빙  페어리 테일  기,액션,판타지 액션
10,살애,액션,액션 스릴러
11, 더빙  원피스  기,액션,판타지 액션
12,PSYCHO PASS  기,액션,액션 SF
13, 더빙  일하는 세포,액션,판타지 액션
14, 자막  어떤 마술의 금서목록  기,액션,액션 판타지
15,변변찮은 마술강사와 금기교전,액션,판타지 액션
16, 무삭제  혈계전선   비욘드,액션,판타지 액션
17,드래곤볼 Z  기,액션,판타지 액션
18,슬레이어즈,액션,판타지 액션
19,일하는 세포  기,액션,판타지 액션
20,K  기,액션,판타지 액션
21,일하는 세포 BLACK,액션,판타지 액션
22,데카당스,액션,액션 SF
23, 자막  이누야샤  기,액션,판타지 액션
24,드래곤볼 슈퍼  기,액션,판타지 액션
25,공전마도사 후보생의 교관,액션,판타지 액션
26,요르문간드  기,액션,액션 범죄
27, 더빙  페어리 테일  기,액션,판타지 액션
28,슈가슈가룬 part  ,액션,판타지 액션
29,마장학원 HxH,액션,판타지 액션
30, 자막  드래곤 퀘스트   다이의 대모험 part  ,액션,판타지 액션
31,일반공격이 전체공격에  회 공격인 엄마는 좋아하세요 ,액션,판타지 액션
32, 더빙  블랙 클로버  기,액션,판타지 액션
33,데이트 어 라이브  ,액션,판타지 액션
34,마기아 레코드   마법소녀 마도카 마기카 외전,액션,판타지 액션
35,아이실드    part  ,액션,액션 개그
36,드래곤볼 슈퍼,액션,판타지 액션
37,베르세르크     ,액션,판타지 액션
38,소드 아트 온라인 Extra Edition OVA,액션,액션 모험
39, 더빙  원피스  기,액션,판타지 액션
40, 더빙  괴도 키드     ,액션,액션 개그
41,월드 트리거  기,액션,판타지 액션
42,싸움X사랑,액션,판타지 액션
43,니세모노가타리,액션,판타지 액션
44,킹덤  기 part  ,액션,액션 개그
45, 자막  토리코 part  ,액션,판타지 액션
46,오리엔트 part  ,액션,판타지 액션
47,데이트 어 라이브  ,액션,판타지 액션
48,만난 지  초만에 배틀,액션,액션 판타지
49,새여동생 마왕의 계약자 BURST,액션,판타지 액션
50,괴병의 라무네,액션,판타지 액션
51,로그 호라이즌   원탁붕괴,액션,이세계 판타지
52, 자막  페어리 테일   기,액션,판타지 액션
53,달의 요정 세일러 문 R,액션,판타지 액션
54,킹덤  기 part  ,액션,액션 개그
55,공의 경계  장 부감풍경,액션,판타지 액션
56, 더빙  페어리 테일  기,액션,판타지 액션
57, 더빙  괴도 조커,액션,액션 아동
58,소울 이터,액션,판타지 액션
59,드래곤볼 Z  기,액션,판타지 액션
