,titles,category,multi_category
0, 더빙  포켓몬스터W,액션,판타지 액션
1, 더빙  원피스   기,액션,판타지 액션
2,킹덤  기   판권 부활,액션,액션 개그
3, 더빙  원피스  기,액션,판타지 액션
4, 자막  괴도 키드     ,액션,액션 개그
5,일곱 개의 대죄   성전의 전조     기 ,액션,판타지 액션
6,샤먼킹,액션,판타지 액션
7,블리치  기,액션,판타지 액션
8,소녀 가극 레뷰 스타라이트,액션,액션 판타지
9, 더빙  페어리 테일  기,액션,판타지 액션
10,살애,액션,액션 스릴러
11, 더빙  원피스  기,액션,판타지 액션
12,PSYCHO PASS  기,액션,액션 SF
13, 더빙  일하는 세포,액션,판타지 액션
14, 자막  어떤 마술의 금서목록  기,액션,액션 판타지
15,변변찮은 마술강사와 금기교전,액션,판타지 액션
16, 무삭제  혈계전선   비욘드,액션,판타지 액션
17,드래곤볼 Z  기,액션,판타지 액션
18,슬레이어즈,액션,판타지 액션
19,일하는 세포  기,액션,판타지 액션
