,titles,category,multi_category
0, 자막  반요 야샤히메  기,모험,판타지 액션
1, 자막  블랙 클로버  기,모험,판타지 액션
2,아르슬란 전기  기,모험,판타지 액션
3, 더빙  페어리 테일  기,모험,판타지 액션
4, 더빙  블랙 클로버  기,모험,판타지 액션
5,녹을 먹는 비스코,모험,모험 판타지
6,테일즈 오브 제스티리아 더 크로스,모험,판타지 액션
7, 더빙  원피스   기,모험,판타지 액션
8, 더빙  페어리 테일  기,모험,판타지 액션
9,페르소나   the Animation,모험,이세계 판타지
10, 자막  반요 야샤히메  기,모험,판타지 액션
11,이세계 마왕과 소환 소녀의 노예 마술  ,모험,판타지 이세계
12,소드 오라토리아,모험,판타지 액션
13,제로에서 시작하는 마법의 서,모험,판타지 액션
14, 더빙  페어리 테일  기,모험,판타지 액션
15,썬더 일레븐  기,모험,판타지 스포츠
16,마법사의 여명기,모험,판타지 액션
17,포켓몬스터 XY   Z,모험,판타지 액션
18, 더빙  원피스  기,모험,판타지 액션
19, 더빙  페어리 테일  기,모험,판타지 액션
20,요괴소년 호야  기,모험,판타지 액션
21,포켓몬스터 XY  기  기,모험,판타지 액션
22,소말리와 숲의 신,모험,판타지 모험
23,소드 아트 온라인 얼터너티브   건 게일 온라인,모험,액션 모험
24,육화의 용사,모험,판타지 액션
25, 더빙  토리코  기 part  ,모험,판타지 액션
26,썬더 일레븐  기,모험,판타지 스포츠
27, 더빙  포켓몬스터W,모험,판타지 액션
28, 더빙  원피스   기,모험,판타지 액션
29, 더빙  원피스  기,모험,판타지 액션
30,일곱 개의 대죄   성전의 전조     기 ,모험,판타지 액션
31, 더빙  페어리 테일  기,모험,판타지 액션
32, 더빙  원피스  기,모험,판타지 액션
33,부덕의 길드,모험,개그 로맨스
34,슬레이어즈,모험,판타지 액션
35,저 너머의 아스트라,모험,모험 SF
36,데카당스,모험,액션 SF
37, 자막  이누야샤  기,모험,판타지 액션
38,런웨이에서 웃어줘,모험,일상 모험
39, 더빙  페어리 테일  기,모험,판타지 액션
40, 자막  드래곤 퀘스트   다이의 대모험 part  ,모험,판타지 액션
41,일반공격이 전체공격에  회 공격인 엄마는 좋아하세요 ,모험,판타지 액션
42, 더빙  블랙 클로버  기,모험,판타지 액션
43,소드 아트 온라인 Extra Edition OVA,모험,액션 모험
44, 더빙  원피스  기,모험,판타지 액션
45, 자막  토리코 part  ,모험,판타지 액션
46,썬더 일레븐 GO,모험,판타지 스포츠
47,오리엔트 part  ,모험,판타지 액션
48,로그 호라이즌   원탁붕괴,모험,이세계 판타지
49, 자막  페어리 테일   기,모험,판타지 액션
