,titles,category,multi_category
0,실격문장의 최강 현자,판타지,판타지
1, 자막  이 멋진 세계에 축복을   기,판타지,이세계 판타지
2,불멸의 그대에게 part  ,판타지,판타지 드라마
3, 더빙  원피스  기,판타지,판타지 액션
4,정령환상기,판타지,이세계 판타지
5,나루토 질풍전  기,판타지,판타지 액션
6, 무삭제  이 용사가 ZZANG센 주제에 너무 신중하다,판타지,이세계 판타지
7,문호 스트레이독스 멍 ,판타지,판타지 액션
8, 더빙  토리코  기,판타지,판타지 액션
9,이세계 콰르텟,판타지,이세계 판타지
10,창단  짐승의 길,판타지,이세계 판타지
11,킬라킬,판타지,판타지 액션
12,메이드 인 어비스   열일의 황금향,판타지,판타지 모험
13, 무삭제  이종족 리뷰어스,판타지,판타지 성인
14, 더빙  페어리 테일  기,판타지,판타지 액션
15,괴물사변,판타지,판타지 액션
16,XXX HOLiC  기,판타지,판타지 로맨스
17,바니타스의 수기  기,판타지,판타지
18,사신 도련님과 검은 메이드,판타지,로맨스 개그
19,샤를로트,판타지,판타지 로맨스
20,어둠의 실력자가 되고 싶어서 ,판타지,판타지 액션
21,여성향 게임 세계는 모브에게 가혹한 세계입니다,판타지,이세계 하렘
22, 더빙  원피스   기,판타지,판타지 액션
23,우리 딸을 위해서라면  나는 마왕도 쓰러뜨릴 수 있을지 몰라,판타지,판타지 치유
24,책벌레의 하극상  사서가 되기 위해서라면 뭐든지 할 수 있어   기,판타지,이세계 판타지
25,쟈히님은 기죽지 않아 ,판타지,판타지 개그
26,학전도시 애스터리스크,판타지,판타지 액션
27,금장의 벨메이유  벼랑 끝 마술사는 최강의 재액과 마법세계를 헤쳐나간다 ,판타지,판타지 일상
28,진화의 열매  모르는 사이 성공한 인생 ,판타지,로맨스 하렘
29, 자막  유유백서 리마스터,판타지,판타지 액션
30, 무삭제  도쿄 구울   re,판타지,판타지 액션
31, 더빙  원피스   기,판타지,판타지 액션
32,이 용사가 ZZANG센 주제에 너무 신중하다,판타지,이세계 판타지
33, 더빙  원피스   기,판타지,판타지 액션
34, 자막  무삭제  이 멋진 세계에 축복을   기,판타지,이세계 판타지
35, 더빙  원피스  기,판타지,판타지 액션
36, 자막  극장판 귀멸의 칼날   무한열차편,판타지,판타지 액션
37,충사,판타지,판타지 미스터리
38,용사 파티에서 추방된 비스트테이머  최강종의 고양이귀 소녀와 만나다,판타지,판타지 치유
39,테니스의 왕자 part  ,판타지,판타지 스포츠
40,현자의 제자를 자칭하는 현자,판타지,판타지 모험
41,종말의 하렘,판타지,판타지 SF
42, 무삭제  도쿄 구울   re part  ,판타지,판타지 액션
43, 더빙  디지몬 어드벤처,판타지,이세계 판타지
44, 더빙  이누야샤  기,판타지,이세계 판타지
45, 더빙  이누야샤 완결편,판타지,이세계 판타지
46,블리치  기,판타지,판타지 액션
47, 더빙  포켓몬스터 썬 문,판타지,판타지 액션
48,블리치  기,판타지,판타지 액션
49, 더빙  반요 야샤히메  기,판타지,판타지 액션
