,titles,category,multi_category
0,소드 아트 온라인  기,sf,액션 모험
1, 자막  나의 히어로 아카데미아  기,sf,판타지 액션
2, 자막  나의 히어로 아카데미아  기,sf,판타지 액션
3, 자막  나의 히어로 아카데미아  기,sf,판타지 액션
4,암살교실  기,sf,액션 개그
5, 자막  나의 히어로 아카데미아  기,sf,판타지 액션
6,소드 아트 온라인 앨리시제이션,sf,액션 모험
7,암살교실  기,sf,액션 개그
8, 자막  나의 히어로 아카데미아  기,sf,판타지 액션
9,다 다 다 ,sf,일상 개그
10,소드 아트 온라인  기,sf,액션 모험
11,청춘 돼지는 바니걸 선배의 꿈을 꾸지 않는다,sf,판타지 로맨스
12,로그 호라이즌  기,sf,이세계 판타지
13,    에이티식스   기,sf,액션 SF
14,    에이티식스 ,sf,액션 SF
15,슈타인즈 게이트,sf,SF 스릴러
16,월드 트리거  기,sf,판타지 액션
17,달링 인 더 프랑키스,sf,액션 SF
18,슈타인즈 게이트 제로,sf,SF 스릴러
19,로그 호라이즌  기,sf,이세계 판타지
