,titles,category,multi_category
0,슬레이어즈 에볼루션 R,액션,판타지 액션
1,극장판  기 포켓몬스터 AG  뮤와 파동의 용사 루카리오,액션,판타지 액션
2, 더빙  드래곤 퀘스트   다이의 대모험 part  ,액션,판타지 액션
3,장갑 소녀 전기,액션,SF 액션
4, 자막  극장판 원피스  기   황금의 대해적 우난,액션,판타지 액션
5,메갈로 복스     NOMAD,액션,액션 SF
6,유녀전기  Saga of Tanya the Evil Movie ,액션,판타지 액션
7,천총사,액션,판타지 액션
8, 자막  미소녀 전사 세일러 문 Crystal 시즌  ,액션,이세계 판타지
9,극장판   기 포켓몬스터 XY  볼케니온  기계왕국의 비밀,액션,판타지 액션
10,극장판   기 포켓몬스터 DP  기라티나와 하늘의 꽃다발 쉐이미,액션,판타지 액션
11, 더빙  마징가 Z,액션,액션 SF
12,BAKUMATSU,액션,판타지 액션
13, 더빙  파워레인저 루팡포스 VS 패트롤포스,액션,특촬 액션
14,기동전사 건담 썬더볼트   디셈버 스카이,액션,액션 SF
15,극장판   기 포켓몬스터 DP  환영의 패왕 조로아크,액션,판타지 액션
16,서뱀프   앨리스 인 더 가든,액션,판타지 액션
17,극장판   기 포켓몬스터 XY  파괴의 포켓몬과 디안시,액션,판타지 액션
18,걸즈 앤 판처 최종장,액션,액션
19,로드 엘멜로이  세의 사건부    레일 체펠린  그레이스 노트 특별편,액션,판타지 액션
20, 자막  베이블레이드 버스트,액션,판타지 액션
21,취성의 가르간티아   판권 부활,액션,액션 일상
22,극장판  기 포켓몬스터  물의 도시의 수호신 라티아스와 라티오스,액션,판타지 액션
23,극장판 나루토 질풍전  기   인연,액션,판타지 액션
24, 더빙  파워레인저 트레저포스 HD,액션,특촬 액션
25,극장판  기 포켓몬스터 AG  열공의 방문자 테오키스,액션,판타지 액션
26,기동전사 건담 디 오리진     격돌 루움 전투,액션,액션 SF
27, 자막  원피스  에피소드 오브 메리  또 하나의 동료 이야기 ,액션,판타지 액션
28,극장판  기 포켓몬스터  루기아의 탄생,액션,판타지 액션
29,기동전사 건담 디 오리진     운명의 전야,액션,액션 SF
30,흐린 하늘에 웃다 외전     결별  야마이누의 맹세,액션,판타지 액션
31,멋진 이 세계 The Animation,액션,판타지 액션
32,디지몬 어드벤처     기   황금의 디지멘탈,액션,이세계 판타지
33,기동전사 건담 썬더볼트   밴디트 플라워,액션,액션 SF
34,디지몬 프론티어  기   고대 디지몬 부활  ,액션,이세계 판타지
35,극장판  기 포켓몬스터 AG  포켓몬 레인저와 바다의 왕자 마나피,액션,판타지 액션
36, 더빙  나소흑전기   첫만남편,액션,액션 판타지
37, 자막  원피스  에피소드 오브 나미  항해사의 눈물과 동료의 인연 ,액션,판타지 액션
38,극장판 기동전함 나데시코,액션,액션 아동
39,극장판   기 포켓몬스터 BW  비크티니와 흑의 영웅 제크로무,액션,판타지 액션
40,기동전사 건담 디 오리진     슬픔의 아르테이시아,액션,액션 SF
41,극장판   기 포켓몬스터 BW  신의 속도 게노세크트  뮤츠의 각성,액션,판타지 액션
42,기동전사 건담 디 오리진     새벽의 봉기,액션,액션 SF
43,극장판  기 포켓몬스터 AG  아름다운 소원의 별 지라치,액션,판타지 액션
44,극장판   기 포켓몬스터 BW  비크티니와 백의 영웅 레시라무,액션,판타지 액션
45,롱 라이더스 ,액션,액션 일상
46,창천의 권 REGENESIS,액션,판타지 액션
47, 더빙  조이드 와일드,액션,판타지 액션
48,기동전사 건담 내러티브,액션,액션 SF
49,극장판   기 포켓몬스터 BW  큐레무 vs 성검사 케르디오,액션,판타지 액션
50,극장판  기 포켓몬스터  세레비 시간을 초월한 만남,액션,판타지 액션
51,슬램덩크  전국제패를 향해  ,액션,액션 개그
52, 자막  극장판 원피스  기   데드 엔드의 모험,액션,판타지 액션
53,신비아파트      호,액션,판타지 액션
54,Lostorage conflated WIXOSS,액션,액션 스릴러
55, 더빙  토리코  D   개막  구르메 어드벤쳐,액션,판타지 액션
56, 자막  이 멋진 세계에 축복을   기 OVA,액션,이세계 판타지
57,Fate Grand Order  신성원탁영역 카멜롯  Paladin  Agateram,액션,판타지 액션
58, 자막  극장판 원피스  기   사막의 공주와 해적들,액션,판타지 액션
59, 자막  베이블레이드 버스트 진검,액션,판타지 액션
60,극장판 소드 아트 온라인  프로그레시브   별 없는 밤의 아리아,액션,액션 모험
61, 자막  원피스 스탬피드,액션,판타지 액션
62, 자막  극장판 원피스  기   저주받은 성검,액션,판타지 액션
63,에어로버   피닉스의 부활,액션,액션 SF
64, 자막  이 멋진 세계에 축복을   기 OVA,액션,이세계 판타지
65,포켓몬스터 스페셜   뮤츠  나는 여기에 있다,액션,판타지 액션
66,극장판 귀멸의 칼날   남매의 연,액션,판타지 액션
67,극장판  기 포켓몬스터  결정탑의 제왕 앤테이,액션,판타지 액션
68,포켓몬스터 XY MEGA EVOLUTION  최강 메가진화  Act ,액션,판타지 액션
69, 자막  극장판 나루토   대흥분  초승달 섬의 애니멀 소동,액션,판타지 액션
70,디지몬 제볼루션,액션,이세계 판타지
71, 자막  원피스 로맨스 던,액션,판타지 액션
72,만담강호,액션,액션 개그
73, 더빙  조이드 와일드 NEW 에피소드,액션,판타지 액션
74,고스트 메신저,액션,판타지 액션
75,디지몬 테이머즈  기   모험자들의 싸움,액션,이세계 판타지
76, 자막  베이블레이드 버스트 초제트,액션,판타지 액션
77,침도가   천리부유행,액션,무협 시대물
78,디지몬 테이머즈  기   폭주 디지몬 특급,액션,이세계 판타지
79, 더빙  터닝메카드W 시즌  ,액션,액션 아동
80, 자막  극장판 원피스  기   기계태엽성의 메카 거병,액션,판타지 액션
81, 자막  극장판 원피스   기  밀짚모자 체이스,액션,판타지 액션
82, 자막  극장판 원피스  기   네지마키 섬의 모험,액션,판타지 액션
83,포켓몬스터 XY MEGA EVOLUTION  최강 메가진화  Act ,액션,판타지 액션
84,런닝맨,액션,액션 아동
85,극장판 귀멸의 칼날   주합회의 나비저택편,액션,판타지 액션
86,포켓몬스터 XY MEGA EVOLUTION  최강 메가진화  Act ,액션,판타지 액션
87,BLUE REFLECTION RAY part  ,액션,판타지 액션
88,신 북두의 권 OVA,액션,판타지 액션
89, 더빙  원피스  에피소드 오브 루피  핸드 아일랜드의 모험 ,액션,판타지 액션
90, 더빙  메카드볼 part  ,액션,액션 아동
91,앙골모아 원구전투기,액션,액션 시대물
92,포켓몬스터 모두의 이야기,액션,판타지 액션
93, 더빙  원피스 로맨스 던,액션,판타지 액션
94,건담 G의 레콘기스타    가라  코어 파이터,액션,액션 SF
