,titles,category,multi_category
0,주술회전 part  ,액션,판타지 액션
1, 무삭제  귀멸의 칼날,액션,판타지 액션
2,은혼  기,액션,판타지 액션
3,전생했더니 슬라임이었던 건에 대하여  기,액션,이세계 판타지
4,귀멸의 칼날   환락의 거리편,액션,판타지 액션
5, 자막  스파이 패밀리 part  ,액션,액션 개그
6,주술회전 part  ,액션,판타지 액션
7,전생했더니 슬라임이었던 건에 대하여  기  부,액션,이세계 판타지
8,방패 용사 성공담 Season  ,액션,이세계 판타지
9,지박소년 하나코 군,액션,판타지 액션
10,소드 아트 온라인  기,액션,액션 모험
11, 자막  나의 히어로 아카데미아  기,액션,판타지 액션
12, 자막  나의 히어로 아카데미아  기,액션,판타지 액션
13,전생했더니 슬라임이었던 건에 대하여  기  부,액션,이세계 판타지
14, 자막  나의 히어로 아카데미아  기,액션,판타지 액션
15,가정교사 히트맨 리본 ,액션,판타지 액션
16,진격의 거인  기,액션,판타지 액션
17,암살교실  기,액션,액션 개그
18,도쿄 리벤저스 part  ,액션,액션 드라마
19, 자막  나의 히어로 아카데미아  기,액션,판타지 액션
20,나루토  기,액션,판타지 액션
21,문호 스트레이 독스  기,액션,판타지 액션
22,소드 아트 온라인 앨리시제이션,액션,액션 모험
23, 더빙  강철의 연금술사 BROTHERHOOD,액션,판타지 액션
24,도쿄 리벤저스 part  ,액션,액션 드라마
25,무직전생   이세계에 갔으면 최선을 다한다  기,액션,이세계 판타지
26,암살교실  기,액션,액션 개그
27,일곱 개의 대죄   계명의 부활   기 ,액션,판타지 액션
28,일곱 개의 대죄   기 ,액션,판타지 액션
29,오버로드  기,액션,이세계 판타지
30,새벽의 연화,액션,판타지 액션
31, 자막  나의 히어로 아카데미아  기,액션,판타지 액션
32, 자막  블랙 클로버  기,액션,판타지 액션
33,무직전생   이세계에 갔으면 최선을 다한다  기,액션,이세계 판타지
34,불꽃 소방대  기,액션,액션
35,소드 아트 온라인  기,액션,액션 모험
36,오버로드  기,액션,이세계 판타지
37,오버로드  기,액션,이세계 판타지
38,원펀맨  기,액션,판타지 액션
39,오버로드  기,액션,이세계 판타지
40,아픈 건 싫으니까 방어력에 올인하려고 합니다,액션,판타지 액션
41,세계 최고의 암살자  이세계 귀족으로 전생하다,액션,이세계 판타지
42,현자의 손자,액션,이세계 판타지
43,Re   제로부터 시작하는 이세계 생활  기 part  ,액션,이세계 판타지
44,원펀맨,액션,판타지 액션
45, 자막  스파이 패밀리 part  ,액션,액션 개그
46,진격의 거인  기 part  ,액션,판타지 액션
47,진격의 거인 The FINAL part  ,액션,판타지 액션
48,나루토  기,액션,판타지 액션
49,문호 스트레이 독스  기,액션,판타지 액션
50,진격의 거인  기,액션,판타지 액션
51, 자막  블랙 클로버  기,액션,판타지 액션
52,진격의 거인 The FINAL part  ,액션,판타지 액션
53, 더빙  원피스  기,액션,판타지 액션
54, 자막  이 멋진 세계에 축복을   기,액션,이세계 판타지
55,진격의 거인  기 part  ,액션,판타지 액션
56,은혼  기,액션,판타지 액션
57,거미입니다만  문제라도 ,액션,판타지 액션
58,마왕학원의 부적합자,액션,판타지 액션
59,귀멸의 칼날   무한열차편,액션,판타지 액션
60,던전에서 만남을 추구하면 안 되는 걸까,액션,판타지 액션
61, 무삭제  해골기사님은 지금 이세계 모험 중,액션,이세계 판타지
62,문호 스트레이 독스  기,액션,판타지 액션
63,로그 호라이즌  기,액션,이세계 판타지
64,흑집사  기,액션,판타지 액션
65,나루토 질풍전  기,액션,판타지 액션
66,Fate stay night  Unlimited Blade Works ,액션,판타지 액션
67,체인소 맨,액션,액션 성인
68,    에이티식스   기,액션,액션 SF
69, 자막  천관사복,액션,액션 시대물
70,던전에서 만남을 추구하면 안 되는 걸까  ,액션,판타지 액션
71,노 게임 노 라이프   판권 부활,액션,이세계 판타지
72,일곱 개의 대죄   신들의 역린   기 ,액션,판타지 액션
73,Re   제로부터 시작하는 이세계 생활 감독판,액션,이세계 판타지
74,불꽃 소방대  기,액션,액션
75,청의 엑소시스트,액션,판타지 액션
76,나루토 질풍전  기,액션,판타지 액션
77,    에이티식스 ,액션,액션 SF
78,모브사이코      기   판권 부활,액션,판타지 액션
79,나루토  기,액션,판타지 액션
80, 더빙  헌터X헌터 리메이크 part  ,액션,판타지 액션
81,알바 뛰는 마왕님 ,액션,판타지 액션
82,던전에서 만남을 추구하면 안 되는 걸까  ,액션,판타지 액션
83,월드 트리거  기,액션,판타지 액션
84,나루토 질풍전  기,액션,판타지 액션
85,도쿄 구울,액션,판타지 액션
86,회복술사의 재시작,액션,판타지 액션
87, 더빙  원피스   기,액션,판타지 액션
88,이세계 미궁에서 하렘을,액션,이세계 액션
89,전생했더니 슬라임이었던 건에 대하여   전생슬라임 일기,액션,이세계 판타지
90, 더빙  헌터X헌터 리메이크 part  ,액션,판타지 액션
91,종말의 세라프,액션,판타지 액션
92,고블린 슬레이어,액션,판타지 액션
93,리코리스 리코일,액션,범죄 액션
94,달링 인 더 프랑키스,액션,액션 SF
95,Re   제로부터 시작하는 이세계 생활  기 part  ,액션,이세계 판타지
96,나루토 질풍전  기,액션,판타지 액션
97,혈계전선,액션,판타지 액션
98,나이츠 앤 매직,액션,이세계 판타지
99,나루토 질풍전  기,액션,판타지 액션
100,나루토 질풍전  기,액션,판타지 액션
101,용사  그만둡니다,액션,판타지 액션
102,나루토 질풍전  기,액션,판타지 액션
103,은혼  기 DASH편,액션,판타지 액션
104,어떤 과학의 초전자포 T,액션,액션 판타지
105,모브사이코      기,액션,판타지 액션
106,Fate Zero,액션,판타지 액션
107, 더빙  헌터X헌터 리메이크 part  ,액션,판타지 액션
108,예를 들어 라스트 던전 앞 마을의 소년이 초반 마을에서 사는 듯한 이야기,액션,판타지 액션
109,갓슈벨  ,액션,이세계 판타지
110,데스마치에서 시작되는 이세계 광상곡,액션,이세계 판타지
111,블리치  기,액션,판타지 액션
112,나루토 질풍전  기,액션,판타지 액션
113, 더빙  원피스   기,액션,판타지 액션
114,낙제기사의 영웅담,액션,판타지 액션
115, 더빙  토리코  기,액션,판타지 액션
116,방패 용사 성공담 Season  ,액션,이세계 판타지
117, 자막  마도조사 Q,액션,액션 BL
118,흑의 소환사,액션,이세계 판타지
119,아카메가 벤다 ,액션,판타지 액션
120, 더빙  원피스  기,액션,판타지 액션
121, 자막  헌터X헌터 리메이크 part  ,액션,판타지 액션
122,프린세스 커넥트  Re Dive,액션,판타지 액션
123,로그 호라이즌  기,액션,이세계 판타지
124, 더빙  이누야샤  기,액션,판타지 액션
125, 자막  일하는 세포,액션,판타지 액션
126,캐릭캐릭 체인지 part  ,액션,판타지 액션
127, 자막  닥터스톤,액션,액션 모험
128,보석의 나라,액션,판타지 액션
129,Fate Grand Order  절대마수전선 바빌로니아 ,액션,판타지 액션
130,진격  거인중학교,액션,판타지 액션
131,도쿄 구울  A,액션,판타지 액션
132,에스케이 에이트,액션,액션 스포츠
133,블리치  기,액션,판타지 액션
134,블리치  기,액션,판타지 액션
135,전생현자의 이세계 라이프  두 번째 직업을 얻고 세계 최강이 되었습니다 ,액션,판타지 액션
136,던전에서 만남을 추구하면 안 되는 걸까    신장 미궁편,액션,판타지 액션
137, 자막  헌터X헌터 리메이크 part  ,액션,판타지 액션
138,종말의 세라프 나고야결전편 part  ,액션,판타지 액션
139,스트라이크 더 블러드,액션,판타지 액션
140, 자막  헌터X헌터 리메이크 part  ,액션,판타지 액션
141, 자막  이 멋진 세계에 축복을   기,액션,이세계 판타지
142,기생수 세이의 격률,액션,액션 SF
143, 더빙  원피스  기,액션,판타지 액션
144,나루토 질풍전  기,액션,판타지 액션
145, 무삭제  이 용사가 ZZANG센 주제에 너무 신중하다,액션,이세계 판타지
146,문호 스트레이독스 멍 ,액션,판타지 액션
147, 더빙  토리코  기,액션,판타지 액션
148,창단  짐승의 길,액션,이세계 판타지
149,킬라킬,액션,판타지 액션
150, 더빙  페어리 테일  기,액션,판타지 액션
151,괴물사변,액션,판타지 액션
152,어둠의 실력자가 되고 싶어서 ,액션,판타지 액션
153,소드 아트 온라인 앨리시제이션 War of Underworld part  ,액션,액션 모험
154, 무삭제  소드 아트 온라인 앨리시제이션 War of Underworld part  ,액션,액션 모험
155, 더빙  원피스   기,액션,판타지 액션
156,PSYCHO PASS  기,액션,액션 SF
157,학전도시 애스터리스크,액션,판타지 액션
158, 더빙  천관사복,액션,액션 시대물
159, 자막  유유백서 리마스터,액션,판타지 액션
