,titles,category,multi_category
0,소드 아트 온라인  기,sf,액션 모험
1, 자막  나의 히어로 아카데미아  기,sf,판타지 액션
2, 자막  나의 히어로 아카데미아  기,sf,판타지 액션
3, 자막  나의 히어로 아카데미아  기,sf,판타지 액션
4,암살교실  기,sf,액션 개그
5, 자막  나의 히어로 아카데미아  기,sf,판타지 액션
6,소드 아트 온라인 앨리시제이션,sf,액션 모험
7,암살교실  기,sf,액션 개그
8, 자막  나의 히어로 아카데미아  기,sf,판타지 액션
9,다 다 다 ,sf,일상 개그
10,소드 아트 온라인  기,sf,액션 모험
11,청춘 돼지는 바니걸 선배의 꿈을 꾸지 않는다,sf,판타지 로맨스
12,로그 호라이즌  기,sf,이세계 판타지
13,    에이티식스   기,sf,액션 SF
14,    에이티식스 ,sf,액션 SF
15,슈타인즈 게이트,sf,SF 스릴러
16,월드 트리거  기,sf,판타지 액션
17,달링 인 더 프랑키스,sf,액션 SF
18,슈타인즈 게이트 제로,sf,SF 스릴러
19,로그 호라이즌  기,sf,이세계 판타지
20, 자막  일하는 세포,sf,판타지 액션
21, 자막  닥터스톤,sf,액션 모험
22,보석의 나라,sf,판타지 액션
23,기생수 세이의 격률,sf,액션 SF
24,XXX HOLiC  기,sf,판타지 로맨스
25,소드 아트 온라인 앨리시제이션 War of Underworld part  ,sf,액션 모험
26, 무삭제  소드 아트 온라인 앨리시제이션 War of Underworld part  ,sf,액션 모험
27,PSYCHO PASS  기,sf,액션 SF
28,학전도시 애스터리스크,sf,판타지 액션
29,종말의 하렘,sf,판타지 SF
30,소드 아트 온라인 앨리시제이션 War of Underworld part  ,sf,액션 모험
31, 더빙  나의 히어로 아카데미아  기,sf,판타지 액션
32, 자막  나의 히어로 아카데미아  기,sf,판타지 액션
33, 더빙  시광대리인,sf,SF 판타지
34, 무삭제  소드 아트 온라인 앨리시제이션 War of Underworld part  ,sf,액션 모험
35, 더빙  나의 히어로 아카데미아  기,sf,판타지 액션
36,히프노시스 마이크  Division Rap Battle ,sf,SF 음악
37, 더빙  나의 히어로 아카데미아  기,sf,판타지 액션
38,리라이프   판권 부활,sf,로맨스 드라마
39,ACCA   구 감찰과,sf,SF 미스터리
40,인게이지 키스,sf,판타지 액션
41,SSSS GRIDMAN,sf,액션 SF
42,Vivy  Fluorite Eye s Song ,sf,SF 드라마
43,언빌리버블 스페이스 러브,sf,SF BL
44,학전도시 애스터리스크  기,sf,판타지 액션
45, 자막  개구리 중사 케로로  기,sf,개그 SF
46,PSYCHO PASS  기  신편집판 ,sf,액션 SF
47,아쿠다마 드라이브,sf,액션 SF
48, 더빙  나의 히어로 아카데미아  기,sf,판타지 액션
49,원더 에그 프라이어리티,sf,미스터리 드라마
50, 더빙  나의 히어로 아카데미아  기,sf,판타지 액션
51,헌드레드,sf,판타지 액션
52,블랙 불릿,sf,판타지 액션
53,소드 아트 온라인 얼터너티브   건 게일 온라인,sf,액션 모험
54,살애,sf,액션 스릴러
55,PSYCHO PASS  기,sf,액션 SF
56,저 너머의 아스트라,sf,모험 SF
57,데카당스,sf,액션 SF
58,마장학원 HxH,sf,판타지 액션
59,XXX HOLiC  기,sf,판타지 로맨스
60,소드 아트 온라인 Extra Edition OVA,sf,액션 모험
61,월드 트리거  기,sf,판타지 액션
62,로그 호라이즌   원탁붕괴,sf,이세계 판타지
63,아라카와 언더 더 브리지  기,sf,개그 SF
64,월드 트리거  기,sf,판타지 액션
65,달과 라이카와 흡혈공주,sf,드라마 판타지
66,노 건즈 라이프 part  ,sf,액션 SF
67,마크로스 프론티어,sf,액션 로맨스
68, 자막  시간을 달리는 소녀,sf,판타지 로맨스
69,GANGSTA ,sf,액션 SF
