,titles,category,multi_category
0, 더빙  페어리 테일  기,모험,판타지 액션
1,이 힐러  귀찮아,모험,판타지 개그
2, 더빙  괴도 조커,모험,액션 아동
3,우치타마    우리집 타마를 모르시나요  ,모험,판타지 일상
4, 더빙  괴도 조커  기,모험,액션 아동
5, 자막  토리코 part  ,모험,판타지 액션
6,썬더 일레븐 GO 크로노스톤,모험,판타지 스포츠
7, 자막  토리코 part  ,모험,판타지 액션
8, 자막  토리코 part  ,모험,판타지 액션
9,극장판 소드 아트 온라인  오디널 스케일 ,모험,액션 모험
10, 자막  이누야샤  기,모험,판타지 액션
11,그랑크레스트 전기,모험,판타지 액션
12, 더빙  페어리 테일   기,모험,판타지 액션
13,킹스레이드   의지를 잇는 자들,모험,판타지 액션
14,그랑블루 판타지 The Animation,모험,판타지 액션
15,썬더 일레븐    기,모험,판타지 스포츠
16,포켓몬스터 XY  기,모험,판타지 액션
17,포켓몬스터 XY  기,모험,판타지 액션
18,썬더 일레븐  기,모험,판타지 스포츠
19, 자막  토리코 part  ,모험,판타지 액션
20, 더빙  이 멋진 세계에 축복을   기,모험,이세계 판타지
21,슬레이어즈 NEXT,모험,판타지 액션
22,극장판 노 게임 노 라이프 제로,모험,이세계 판타지
23, 더빙  최유기 RELOAD BLAST,모험,판타지 액션
24, 자막  토리코 part  ,모험,판타지 액션
25, 자막  최유기 RELOAD BLAST,모험,판타지 액션
26, 자막  드래곤 퀘스트   다이의 대모험 part  ,모험,판타지 액션
27,디지몬 어드벤처 tri     장,모험,이세계 판타지
28, 더빙  닥터스톤,모험,액션 모험
29,피치 보이 리버사이드,모험,액션 판타지
30, 자막  이누야샤  기,모험,판타지 액션
31, 자막  드래곤 퀘스트   다이의 대모험 part  ,모험,판타지 액션
32,썬더 일레븐 GO 갤럭시,모험,판타지 스포츠
33, 자막  드래곤 퀘스트   다이의 대모험 part  ,모험,판타지 액션
34, 자막  드래곤 퀘스트   다이의 대모험 part  ,모험,판타지 액션
35,아르슬란 전기  기   풍진난무,모험,판타지 액션
36,던전에서 온천을 추구하면 안 되는 걸까,모험,판타지 액션
37, 무삭제  그랑크레스트 전기,모험,판타지 액션
38, 더빙  이 멋진 세계에 축복을   기,모험,이세계 판타지
39, 자막  드래곤 퀘스트   다이의 대모험 part  ,모험,판타지 액션
