,titles,category,multi_category
0,주술회전 part  ,판타지,판타지 액션
1, 무삭제  귀멸의 칼날,판타지,판타지 액션
2,은혼  기,판타지,판타지 액션
3,전생했더니 슬라임이었던 건에 대하여  기,판타지,이세계 판타지
4,귀멸의 칼날   환락의 거리편,판타지,판타지 액션
5,주술회전 part  ,판타지,판타지 액션
6,전생했더니 슬라임이었던 건에 대하여  기  부,판타지,이세계 판타지
7,방패 용사 성공담 Season  ,판타지,이세계 판타지
8,지박소년 하나코 군,판타지,판타지 액션
9, 자막  나의 히어로 아카데미아  기,판타지,판타지 액션
10, 자막  나의 히어로 아카데미아  기,판타지,판타지 액션
11,전생했더니 슬라임이었던 건에 대하여  기  부,판타지,이세계 판타지
12, 자막  나의 히어로 아카데미아  기,판타지,판타지 액션
13,가정교사 히트맨 리본 ,판타지,판타지 액션
14,진격의 거인  기,판타지,판타지 액션
15, 자막  데스노트 리마스터,판타지,판타지 추리
16,도쿄 리벤저스 part  ,판타지,액션 드라마
17, 자막  나의 히어로 아카데미아  기,판타지,판타지 액션
18,코바야시네 메이드래곤,판타지,일상 개그
19,나루토  기,판타지,판타지 액션
20,문호 스트레이 독스  기,판타지,판타지 액션
21, 더빙  강철의 연금술사 BROTHERHOOD,판타지,판타지 액션
22,도쿄 리벤저스 part  ,판타지,액션 드라마
23,코바야시네 메이드래곤 S,판타지,일상 개그
24,여성향 게임의 파멸 플래그밖에 없는 악역 영애로 환생해버렸다   ,판타지,이세계 판타지
25,무직전생   이세계에 갔으면 최선을 다한다  기,판타지,이세계 판타지
26, 더빙  데스노트 리마스터,판타지,판타지 추리
27,일곱 개의 대죄   계명의 부활   기 ,판타지,판타지 액션
28,일곱 개의 대죄   기 ,판타지,판타지 액션
29,슈퍼 시크릿,판타지,판타지 로맨스
30,오버로드  기,판타지,이세계 판타지
31,새벽의 연화,판타지,판타지 액션
32, 자막  나의 히어로 아카데미아  기,판타지,판타지 액션
33,약속의 네버랜드  기,판타지,판타지 모험
34,마법사의 신부,판타지,판타지 로맨스
35, 자막  블랙 클로버  기,판타지,판타지 액션
36,무직전생   이세계에 갔으면 최선을 다한다  기,판타지,이세계 판타지
37,오버로드  기,판타지,이세계 판타지
38,오버로드  기,판타지,이세계 판타지
39,원펀맨  기,판타지,판타지 액션
40,흔해빠진 직업으로 세계최강  기,판타지,이세계 판타지
41,오버로드  기,판타지,이세계 판타지
42,아픈 건 싫으니까 방어력에 올인하려고 합니다,판타지,판타지 액션
43,세계 최고의 암살자  이세계 귀족으로 전생하다,판타지,이세계 판타지
44,오늘부터 신령님  기,판타지,판타지 로맨스
45,현자의 손자,판타지,이세계 판타지
46,달이 이끄는 이세계 여행,판타지,판타지 이세계
47,Re   제로부터 시작하는 이세계 생활  기 part  ,판타지,이세계 판타지
48,원펀맨,판타지,판타지 액션
49,바니타스의 수기  기,판타지,판타지
