,titles,category,multi_category
0,주술회전 part  ,액션,판타지 액션
1, 무삭제  귀멸의 칼날,액션,판타지 액션
2,은혼  기,액션,판타지 액션
3,전생했더니 슬라임이었던 건에 대하여  기,액션,이세계 판타지
4,귀멸의 칼날   환락의 거리편,액션,판타지 액션
5, 자막  스파이 패밀리 part  ,액션,액션 개그
6,주술회전 part  ,액션,판타지 액션
7,전생했더니 슬라임이었던 건에 대하여  기  부,액션,이세계 판타지
8,방패 용사 성공담 Season  ,액션,이세계 판타지
9,지박소년 하나코 군,액션,판타지 액션
10,소드 아트 온라인  기,액션,액션 모험
11, 자막  나의 히어로 아카데미아  기,액션,판타지 액션
12, 자막  나의 히어로 아카데미아  기,액션,판타지 액션
13,전생했더니 슬라임이었던 건에 대하여  기  부,액션,이세계 판타지
14, 자막  나의 히어로 아카데미아  기,액션,판타지 액션
15,가정교사 히트맨 리본 ,액션,판타지 액션
16,진격의 거인  기,액션,판타지 액션
17,암살교실  기,액션,액션 개그
18,도쿄 리벤저스 part  ,액션,액션 드라마
19, 자막  나의 히어로 아카데미아  기,액션,판타지 액션
20,나루토  기,액션,판타지 액션
21,문호 스트레이 독스  기,액션,판타지 액션
22,소드 아트 온라인 앨리시제이션,액션,액션 모험
23, 더빙  강철의 연금술사 BROTHERHOOD,액션,판타지 액션
24,도쿄 리벤저스 part  ,액션,액션 드라마
25,무직전생   이세계에 갔으면 최선을 다한다  기,액션,이세계 판타지
26,암살교실  기,액션,액션 개그
27,일곱 개의 대죄   계명의 부활   기 ,액션,판타지 액션
28,일곱 개의 대죄   기 ,액션,판타지 액션
29,오버로드  기,액션,이세계 판타지
30,새벽의 연화,액션,판타지 액션
31, 자막  나의 히어로 아카데미아  기,액션,판타지 액션
32, 자막  블랙 클로버  기,액션,판타지 액션
33,무직전생   이세계에 갔으면 최선을 다한다  기,액션,이세계 판타지
34,불꽃 소방대  기,액션,액션
35,소드 아트 온라인  기,액션,액션 모험
36,오버로드  기,액션,이세계 판타지
37,오버로드  기,액션,이세계 판타지
38,원펀맨  기,액션,판타지 액션
39,오버로드  기,액션,이세계 판타지
40,아픈 건 싫으니까 방어력에 올인하려고 합니다,액션,판타지 액션
41,세계 최고의 암살자  이세계 귀족으로 전생하다,액션,이세계 판타지
42,현자의 손자,액션,이세계 판타지
43,Re   제로부터 시작하는 이세계 생활  기 part  ,액션,이세계 판타지
44,원펀맨,액션,판타지 액션
45, 자막  스파이 패밀리 part  ,액션,액션 개그
46,진격의 거인  기 part  ,액션,판타지 액션
47,진격의 거인 The FINAL part  ,액션,판타지 액션
48,나루토  기,액션,판타지 액션
49,문호 스트레이 독스  기,액션,판타지 액션
50,진격의 거인  기,액션,판타지 액션
51, 자막  블랙 클로버  기,액션,판타지 액션
52,진격의 거인 The FINAL part  ,액션,판타지 액션
53, 더빙  원피스  기,액션,판타지 액션
54, 자막  이 멋진 세계에 축복을   기,액션,이세계 판타지
55,진격의 거인  기 part  ,액션,판타지 액션
56,은혼  기,액션,판타지 액션
57,거미입니다만  문제라도 ,액션,판타지 액션
58,마왕학원의 부적합자,액션,판타지 액션
59,귀멸의 칼날   무한열차편,액션,판타지 액션
