,titles,category,multi_category
0,전생했더니 슬라임이었던 건에 대하여  기,모험,이세계 판타지
1,전생했더니 슬라임이었던 건에 대하여  기  부,모험,이세계 판타지
2,방패 용사 성공담 Season  ,모험,이세계 판타지
3,소드 아트 온라인  기,모험,액션 모험
4,전생했더니 슬라임이었던 건에 대하여  기  부,모험,이세계 판타지
5,소드 아트 온라인 앨리시제이션,모험,액션 모험
6, 더빙  강철의 연금술사 BROTHERHOOD,모험,판타지 액션
7,일곱 개의 대죄   계명의 부활   기 ,모험,판타지 액션
8,일곱 개의 대죄   기 ,모험,판타지 액션
9,새벽의 연화,모험,판타지 액션
10,약속의 네버랜드  기,모험,판타지 모험
11, 자막  블랙 클로버  기,모험,판타지 액션
12,소드 아트 온라인  기,모험,액션 모험
13,흔해빠진 직업으로 세계최강  기,모험,이세계 판타지
14,Re   제로부터 시작하는 이세계 생활  기 part  ,모험,이세계 판타지
15, 자막  블랙 클로버  기,모험,판타지 액션
16, 더빙  원피스  기,모험,판타지 액션
17, 자막  이 멋진 세계에 축복을   기,모험,이세계 판타지
18,던전에서 만남을 추구하면 안 되는 걸까,모험,판타지 액션
19,로그 호라이즌  기,모험,이세계 판타지
20,던전에서 만남을 추구하면 안 되는 걸까  ,모험,판타지 액션
21,노 게임 노 라이프   판권 부활,모험,이세계 판타지
22,일곱 개의 대죄   신들의 역린   기 ,모험,판타지 액션
23,Re   제로부터 시작하는 이세계 생활 감독판,모험,이세계 판타지
24,약속의 네버랜드  기,모험,판타지 모험
25,변경의 팔라딘,모험,판타지 모험
26,흔해빠진 직업으로 세계최강  기,모험,이세계 판타지
27, 더빙  헌터X헌터 리메이크 part  ,모험,판타지 액션
28,던전에서 만남을 추구하면 안 되는 걸까  ,모험,판타지 액션
29, 더빙  원피스   기,모험,판타지 액션
30,전생했더니 슬라임이었던 건에 대하여   전생슬라임 일기,모험,이세계 판타지
31,마녀의 여행,모험,판타지
32, 더빙  헌터X헌터 리메이크 part  ,모험,판타지 액션
33,고블린 슬레이어,모험,판타지 액션
34,Re   제로부터 시작하는 이세계 생활  기 part  ,모험,이세계 판타지
35,나이츠 앤 매직,모험,이세계 판타지
36, 더빙  헌터X헌터 리메이크 part  ,모험,판타지 액션
37,예를 들어 라스트 던전 앞 마을의 소년이 초반 마을에서 사는 듯한 이야기,모험,판타지 액션
38,곰 곰 곰 베어,모험,이세계 판타지
39, 더빙  원피스   기,모험,판타지 액션
40, 더빙  토리코  기,모험,판타지 액션
41,방패 용사 성공담 Season  ,모험,이세계 판타지
42, 더빙  원피스  기,모험,판타지 액션
43,이세계 마왕과 소환 소녀의 노예 마술,모험,판타지 이세계
44, 자막  헌터X헌터 리메이크 part  ,모험,판타지 액션
45,로그 호라이즌  기,모험,이세계 판타지
46, 더빙  이누야샤  기,모험,판타지 액션
47,메이드 인 어비스,모험,판타지 모험
48, 자막  닥터스톤,모험,액션 모험
49,던전에서 만남을 추구하면 안 되는 걸까    신장 미궁편,모험,판타지 액션
50, 자막  헌터X헌터 리메이크 part  ,모험,판타지 액션
51, 자막  헌터X헌터 리메이크 part  ,모험,판타지 액션
52, 자막  이 멋진 세계에 축복을   기,모험,이세계 판타지
53, 더빙  원피스  기,모험,판타지 액션
54, 더빙  토리코  기,모험,판타지 액션
55,메이드 인 어비스   열일의 황금향,모험,판타지 모험
56, 더빙  페어리 테일  기,모험,판타지 액션
57,소드 아트 온라인 앨리시제이션 War of Underworld part  ,모험,액션 모험
58, 무삭제  소드 아트 온라인 앨리시제이션 War of Underworld part  ,모험,액션 모험
59, 더빙  원피스   기,모험,판타지 액션
60, 더빙  원피스   기,모험,판타지 액션
61, 더빙  원피스   기,모험,판타지 액션
62, 자막  무삭제  이 멋진 세계에 축복을   기,모험,이세계 판타지
63, 더빙  원피스  기,모험,판타지 액션
64,현자의 제자를 자칭하는 현자,모험,판타지 모험
65, 더빙  디지몬 어드벤처,모험,이세계 판타지
66, 더빙  이누야샤  기,모험,이세계 판타지
67, 더빙  이누야샤 완결편,모험,이세계 판타지
68,소드 아트 온라인 앨리시제이션 War of Underworld part  ,모험,액션 모험
69, 더빙  포켓몬스터 썬 문,모험,판타지 액션
70, 더빙  반요 야샤히메  기,모험,판타지 액션
71, 무삭제  이세계는 스마트폰과 함께,모험,이세계 판타지
72, 더빙  원피스   기,모험,판타지 액션
73, 더빙  페어리 테일  기,모험,판타지 액션
74, 더빙  이누야샤  기,모험,이세계 판타지
75, 무삭제  소드 아트 온라인 앨리시제이션 War of Underworld part  ,모험,액션 모험
76, 더빙  반요 야샤히메  기,모험,판타지 액션
77, 더빙  페어리 테일   기,모험,판타지 액션
78, 더빙  원피스   기,모험,판타지 액션
79, 더빙  이누야샤  기,모험,이세계 판타지
