,titles,category,multi_category
0,아이실드    part  ,액션,액션 개그
1,요괴소년 호야  기,액션,판타지 액션
2,TRIBE NINE,액션,액션
3,풀 메탈 패닉  IV   Invisible Victory,액션,액션 개그
4,그란벨름,액션,판타지 액션
5,고블린 슬레이어   고블린즈 크라운,액션,판타지 액션
6,건슬링거 걸,액션,액션 범죄
7, 자막  드래곤 퀘스트   다이의 대모험 part  ,액션,판타지 액션
8,우주특공대 바이오맨,액션,액션 특촬
9,TRICKSTER  에도가와 란포  소년탐정단 으로부터 ,액션,액션 SF
10,시도니아의 기사  기   판권 부활,액션,액션 SF
11,모브사이코       마음을 채우는 힐링 여행,액션,판타지 액션
12,초신성 플래시맨,액션,액션 특촬
13,극장판 주술회전  ,액션,판타지 액션
14, 자막  이누야샤  기,액션,판타지 액션
15, 자막  개구리 중사 케로로  기,액션,개그 SF
16, 더빙  소닉 X,액션,액션 아동
17,나의 히어로 아카데미아 더 무비   히어로즈 라이징,액션,판타지 액션
18, 더빙  세븐나이츠 레볼루션  영웅의 계승자 ,액션,판타지 액션
19,진격의 거인  기   각성의 포효,액션,판타지 액션
